psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1,pial2,pial3,pial4a,pial4b,pial4c,pial4d,pial4e,pial4f,pial5a,pial5b,pial5c,pial6a,pial6b,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
102521,1,101312,53067,53,4,3,S,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1, , ,2,3,2,1,74,8,2,1,6,1,1, ,2,98516,2,2,1.94736842105263,.457931214356762
102525,1,101412,47187,47,3,2,S,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1, , ,2,1,2,2,35,8,2,1,6,1,2, ,3,37179,2,2,3.36842105263158,.79209723564413
102534,1,101312,18067,18,2,2,S,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1, , ,9,1,1,1,44,3,2,1,5,1,3,1,2,46902,2,2,2.26315789473684,.532190330198399
102544,1,101312,6037,6,4,5,S,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,87,7,2,1,6,1,2, ,5,90045,2,2,1.10526315789474,.25990690544573
102548,1,101312,36029,36,1,3,S,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1, , ,4,1,2,1,54,5,9,9,3,1,3,9,2,14150,2,2,5.26315789473684,1.23765193069395
102552,1,101412,48041,48,3,2,U,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1, , ,2,3,2,1,76,6,2,1,6,1,1, ,2,77845,2,2,1.73684210526316,.408425137129004
102554,1,101312,53033,53,4,4,S,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1, , ,2,1,2,2,44,6,2,1,8,1,3,2,3,98034,2,2,4,.940615467327404
102557,1,101312,37119,37,3,4,U,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,2,2,1,71,8,2,1,9,1,3,1,3,28277,2,2,1.73684210526316,.408425137129004
102568,1,101312,29161,29,2,1,R,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,1,1,1,35,3,2,1,2,1,3,9,3,65559,2,2,4.68421052631579,1.10151021831762
102573,1,101312,21047,21,3,1,S,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,99,5,2,1,99,1,1, ,3,42240,2,2,1.26315789473684,.297036463366549
102579,1,101312,6037,6,4,5,U,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1, , ,1,3,2,1,79,8,2,1,4,1,1, ,2,90045,2,2,1.31578947368421,.309412982673488
102580,1,101312,6073,6,4,3,U,4,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,82,3,2,2,3,1,3,9,3,92102,1,1,4.36842105263158,1.02725110247598
102588,1,101312,36063,36,1,3,U,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,1,84,3,2,1,2,1,2, ,2,14301,2,2,1.78947368421053,.420801656435944
102597,1,101312,53011,53,4,3,U,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1, , ,2,3,2,1,99,8,2,1,4,1,1, ,1,98662,2,2,2.36842105263158,.556943368812279
102603,1,101312,41067,41,4,3,S,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1, , ,1,3,2,2,66,8,2,1,6,1,2, ,5,97224,2,2,1,.235153866831851
102607,1,101312,34035,34,1,4,S,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,1,63,6,2,1,6,1,1, ,2,08844,2,2,2.94736842105263,.693085081188613
102611,1,101312,48201,48,3,5,S,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1, , ,1,3,2,2,67,8,2,1,7,1,2, ,4,77019,2,2,1,.235153866831851
102622,1,101312,37081,37,3,3,U,1,1,1,1,1,2,1,1,1,1,1,1,1,2,9,1, , ,2,1,1,1,48,6,2,2,8,1,2, ,4,27265,2,2,4.10526315789474,.965368505941283
102632,1,101312,37061,37,3,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,3,3,2,2,68,4,2,1,4,1,2, ,4,28518,2,2,1.78947368421053,.420801656435944
102640,1,101312,18089,18,2,4,S,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1, , ,2,1,2,2,55,4,2,1,5,1,2, ,4,46322,2,2,2.8421052631579,.668332042574734
102649,1,101312,25027,25,1,3,S,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1, , ,2,1,1,1,36,8,2,1,9,1,3,9,3,01420,2,2,3.52631578947368,.829226793564948
102651,1,101312,48407,48,3,1,S,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1, , ,2,1,1,2,40,7,2,1,7,1,1, ,1,77359,2,2,2.57894736842105,.606449446040037
102657,1,101312,36107,36,1,1,S,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2, ,1,3,2,2,48,3,2,1,1,1,3,1,3,13734,1,1,4.52631578947368,1.0643806603968
102661,1,101312,39049,39,2,5,S,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1, , ,2,2,1,2,37,7,2,1,6,1,2, ,4,43123,2,2,4.47368421052632,1.05200414108986
102663,1,101312,36029,36,1,3,S,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1, , ,1,3,2,2,57,5,2,4,6,1,2, ,4,14043,2,2,1.47368421052632,.346542540594307
102669,1,101312,17081,17,2,1,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,67,6,2,1,2,1,2, ,3,62864,2,2,1,.235153866831851
102675,1,101312,17031,17,2,5,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,1,2,1,57,6,2,1,7,1,3,1,2,60133,2,2,3.68421052631579,.866356351485767
102686,1,101312,48201,48,3,5,U,3,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1, , ,2,1,2,2,50,8,2,4,6,1,9,2,2,77026,2,2,4.31578947368421,1.01487458316904
102692,1,101312,42079,42,1,3,U,3,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,1,70,3,2,1,4,1,2, ,2,18705,2,2,1.78947368421053,.420801656435944
102699,1,101412,48113,48,3,5,U,1,2,2,2, , , , , , , , , , , ,2,1, ,9,3,2,2,74,2,2,2,2,1,9,9,9,75216,1,2,9.05263157894737,2.1287613207936
102706,1,101312,25027,25,1,3,S,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1, , ,3,3,2,2,59,6,2,1,8,1,2, ,3,01569,2,2,2.10526315789474,.495060772277581
102710,1,101312,41033,41,4,1,R,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1, , ,2,1,2,1,69,8,2,1,8,1,2, ,3,97526,2,2,1.63157894736842,.383672098515125
102711,1,101312,47147,47,3,2,S,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1, , ,4,1,1,2,30,3,2,9,3,1,3,9,8,37049,2,2,8.10526315789474,1.90598397326869
102712,1,101312,36047,36,1,5,U,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,1,2,48,8,2,2,7,1,3,9,4,11213,2,2,3.68421052631579,.866356351485767
102719,1,101312,21065,21,3,1,R,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2, ,3,3,2,2,51,6,2,1,5,1,2, ,3,40336,1,1,6.31578947368421,1.48518231683274
102724,1,101312,18057,18,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,55,3,2,1,6,1,3,1,2,46030,2,2,3.68421052631579,.866356351485767
102728,1,101312,23011,23,1,2,R,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1, , ,2,1,2,2,50,8,2,1,9,3,3,2,3,04963,2,2,3.78947368421053,.891109390099646
102743,1,101312,40001,40,3,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,65,3,2,1,6,1,1, ,2,74964,2,2,2.26315789473684,.532190330198399
102750,1,101312,48339,48,3,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,1,2,2,99,4,2,1,5,1,1, ,2,77385,2,2,3.31578947368421,.77972071633719
102758,1,101312,4013,4,4,3,U,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1, , ,2,1,2,1,64,6,2,1,7,1,1, ,2,85202,2,2,2.89473684210526,.680708561881674
102768,1,101312,29189,29,2,4,S,3,2,2,2, , , , , , , , , , , ,2,1, ,4,3,2,2,72,3,2,1,2,1,3,2,4,63021,1,2,6.10526315789474,1.43567623960499
102769,1,101312,4019,4,4,2,U,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,1,1,2,2,64,4,2,1,8,1,3,1,2,85710,2,2,1.63157894736842,.383672098515125
102770,1,101312,55079,55,2,5,U,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1, , ,2,2,2,2,58,3,2,1,7,1,2, ,5,53221,2,2,5,1.17576933415925
102779,1,101412,44001,44,1,5,S,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,3,2,1,78,8,2,1,99,1,3,2,5,02809,2,2,2.57894736842105,.606449446040037
102783,1,101412,36075,36,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,2,2,2,61,6,2,1,6,1,3,1,2,13069,2,2,2.26315789473684,.532190330198399
102797,1,101412,36051,36,1,1,S,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1, , ,2,1,2,1,47,4,2,1,8,1,3,1,1,14533,2,2,3,.705461600495553
102800,1,101412,9009,9,1,4,S,1,1,1,1,2,2,2,2,2,9,2,2,2,2,9,1, , ,2,3,2,2,69,8,2,1,9,1,2, ,4,06437,2,2,1.63157894736842,.383672098515125
102814,1,101412,36081,36,1,5,U,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2, ,2,3,2,2,69,5,2,1,4,1,3,1,3,11364,1,1,7.15789473684211,1.68320662574378
102819,1,101412,42007,42,1,3,S,4,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,1,67,3,2,1,2,1,2, ,2,15001,2,2,3.57894736842105,.841603312871888
102829,1,101412,42083,42,1,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,67,3,2,1,3,1,1, ,3,16701,2,2,2.57894736842105,.606449446040037
102830,1,101412,23005,23,1,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,60,4,2,1,7,1,1, ,3,04055,2,2,3.15789473684211,.742591158416372
102831,1,101412,33015,33,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,2,49,7,2,1,5,1,1, ,3,03053,2,2,1.78947368421053,.420801656435944
102837,1,101412,42027,42,1,2,S,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1, , ,2,1,1,1,53,3,2,1,99,1,3,9,3,16870,2,2,5.36842105263158,1.26240496930783
102839,1,101412,42079,42,1,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,62,3,1,3,7,1,3,1,2,18702,2,2,2.78947368421053,.655955523267795
102852,1,101412,25017,25,1,4,S,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1, , ,9,1,2,1,56,6,2,1,9,1,3,1,2,01879,2,2,1.21052631578947,.284659944059609
102854,1,101412,9005,9,1,2,R,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1, , ,2,1,1,1,49,3,2,1,6,1,2, ,3,06783,2,2,5.36842105263158,1.26240496930783
102861,1,101412,36085,36,1,5,U,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2, ,1,2,2,2,70,6,2,1,99,1,3,1,2,10312,1,1,1.84210526315789,.433178175742883
102863,1,101412,36059,36,1,5,S,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,2,2,65,6,2,1,8,1,2, ,4,11050,2,2,2.10526315789474,.495060772277581
102867,1,101412,42041,42,1,3,S,3,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,1, ,2,3,2,1,99,1,2,1,1,1,3,9,9,17241,1,2,12.5789473684211,2.95798811435855
102869,1,101412,36083,36,1,2,S,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1, , ,2,1,2,1,60,6,2,1,7,1,3,1,2,12144,2,2,2.94736842105263,.693085081188613
102876,1,101412,42107,42,1,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,52,3,2,1,3,1,1, ,1,18252,2,2,5.36842105263158,1.26240496930783
102880,1,101412,9003,9,1,4,S,3,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1, , ,2,1,2,2,46,6,2,1,9,1,2, ,4,06035,2,2,3.78947368421053,.891109390099646
102886,1,101412,36119,36,1,5,S,1,1,1,2,8,1,1,1,2,2,1,2,2,9,1,1, , ,1,3,2,2,91,8,2,1,6,1,2, ,4,10530,2,2,1.05263157894737,.24753038613879
102888,1,101412,36081,36,1,5,U,3,2,2,2, , , , , , , , , , , ,2,2, ,4,3,2,1,82,3,2,1,6,1,3,1,2,11361,1,1,11.9473684210526,2.80946988267527
102903,1,101412,42003,42,1,4,S,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1, , ,3,3,2,1,29,4,2,1,8,1,2, ,3,15237,2,2,9.63157894736842,2.26490303316993
102904,1,101412,42133,42,1,3,S,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1, , ,2,1,1,1,31,3,2,1,2,3,3,2,3,17331,2,2,3.73684210526316,.878732870792706
102921,1,101412,6013,6,4,4,S,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1, , ,3,2,2,1,25,7,2,1,1,1,1, ,1,94583,2,2,3.47368421052632,.816850274258009
102923,1,101412,53053,53,4,3,S,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,3,2,2,77,4,2,1,99,1,1, ,3,98407,1,1,2.10526315789474,.495060772277581
102929,1,101412,35001,35,4,3,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,65,4,2,1,5,1,3,1,3,87120,2,2,1.21052631578947,.284659944059609
102930,1,101412,23003,23,1,1,R,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,3,2,1,63,7,2,1,6,1,2, ,4,04742,2,2,2.26315789473684,.532190330198399
102932,1,101412,36091,36,1,2,S,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,63,4,2,1,99,1,1, ,2,12831,2,2,1.57894736842105,.371295579208186
102935,1,101412,9001,9,1,4,S,3,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1, , ,2,3,1,2,38,7,2,1,9,1,1, ,2,06611,2,2,3.8421052631579,.903485909406585
102939,1,101412,6073,6,4,3,U,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2, ,1,1,1,2,30,3,1,4,4,1,2, ,3,92126,1,1,7.47368421052632,1.75746574158541
102942,1,101412,6001,6,4,5,S,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1, , ,2,2,1,2,48,6,2,1,9,1,2, ,4,94501,2,2,5.05263157894737,1.18814585346619
102944,1,101412,36029,36,1,3,U,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1, , ,2,3,2,2,66,4,2,1,6,1,4,1,2,14206,2,2,2.26315789473684,.532190330198399
102952,1,101412,53033,53,4,4,S,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,50,5,2,1,4,1,2, ,3,98133,2,2,4.52631578947368,1.0643806603968
102953,1,101412,36039,36,1,1,R,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1, , ,2,2,2,1,75,8,2,1,7,1,1, ,2,12424,2,2,1.52631578947368,.358919059901246
102965,1,101412,49011,49,4,4,S,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1, , ,2,1,2,1,59,6,2,1,9,1,3,1,2,84025,2,2,3.10526315789474,.730214639109432
102966,1,101412,53011,53,4,3,S,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1, , ,1,1,1,2,39,5,1,5,5,1,2, ,3,98662,2,2,3,.705461600495553
102967,1,101412,4003,4,4,1,R,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,1,46,4,1,6,5,1,2, ,3,85650,2,2,4.31578947368421,1.01487458316904
102968,1,101412,36047,36,1,5,U,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1, , ,1,3,2,2,29,3,1,2,4,1,3,2,3,11215,2,2,5.57894736842105,1.31191104653559
102975,1,101412,6065,6,4,2,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,69,8,2,1,2,1,3,2,2,92586,2,2,1,.235153866831851
102976,1,101412,33015,33,1,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,1,2,2,27,6,2,1,6,1,2, ,3,03038,2,2,4.57894736842105,1.07675717970374
102980,1,101412,6059,6,4,5,S,3,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1, , ,2,3,2,1,64,3,2,1,6,1,1, ,2,92870,2,2,7.47368421052632,1.75746574158541
102981,1,101412,34015,34,1,4,S,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1, , ,2,3,2,1,67,5,2,9,99,1,3,1,3,08094,2,2,4.21052631578947,.990121544555162
102989,1,101412,41029,41,4,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,2,1,50,6,1,1,6,1,3,2,3,97525,1,1,8.31578947368421,1.95549005049645
102994,1,101412,4013,4,4,3,S,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1, , ,2,2,2,2,57,5,2,1,6,1,2, ,3,85374,2,2,3.05263157894737,.717838119802493
102998,1,101412,53011,53,4,3,S,4,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,50,2,2,1,1,3,3,9,2,98642,1,1,10.6842105263158,2.51243341930872
103007,1,101412,6037,6,4,5,S,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1, , ,1,2,2,2,65,8,2,1,5,1,2, ,4,90266,2,2,1.10526315789474,.25990690544573
103017,1,101412,8059,8,4,3,S,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1, , ,2,1,2,2,55,4,2,1,8,1,1, ,1,80004,2,2,3.05263157894737,.717838119802493
103028,1,101412,53077,53,4,1,S,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1, , ,2,3,2,1,69,5,2,1,7,1,3,1,2,98942,2,2,2.47368421052632,.581696407426158
103035,1,101412,4013,4,4,3,U,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1, , ,3,3,2,2,63,6,1,3,99,1,1, ,2,85251,2,2,3.05263157894737,.717838119802493
103044,1,101412,53033,53,4,4,U,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1, ,3,2,9,1,44,3,2,1,1,3,3,2,5,98117,1,2,12.5789473684211,2.95798811435855
103045,1,101412,41051,41,4,4,U,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1, , ,2,2,2,2,35,6,2,1,6,1,2, ,4,97206,2,2,4,.940615467327404
103046,1,101412,53061,53,4,2,S,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,1,59,4,2,1,6,1,2, ,5,98087,2,2,2.36842105263158,.556943368812279
103051,1,101412,29113,29,2,1,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,1,69,3,2,1,3,1,2, ,3,63389,2,2,2.68421052631579,.631202484653916
103062,1,101412,55079,55,2,5,U,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,85,4,2,1,99,1,2, ,3,53218,2,2,2.8421052631579,.668332042574734
103063,1,101412,24031,24,3,4,S,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1, , ,2,2,2,2,39,8,2,1,5,1,2, ,5,20910,2,2,3.36842105263158,.79209723564413
103076,1,101412,12099,12,3,3,S,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1, , ,1,3,2,2,58,8,2,1,3,1,2, ,4,33415,2,2,1,.235153866831851
103080,1,101412,11001,11,3,5,U,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1, , ,2,1,2,1,59,8,2,1,9,1,2, ,4,20001,2,2,3.31578947368421,.77972071633719
103085,1,101412,18127,18,2,3,S,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1, , ,2,1,2,2,51,5,2,1,6,1,1, ,2,46383,2,2,3.68421052631579,.866356351485767
103086,1,101412,12057,12,3,4,S,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1, , ,3,3,2,1,21,3,2,1,3,1,3,2,4,33511,2,2,2.68421052631579,.631202484653916
103092,1,101412,29077,29,2,3,U,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1, , ,3,1,2,1,56,6,2,1,8,1,1, ,2,65807,2,2,2.73684210526316,.643579003960855
103097,1,101412,12086,12,3,4,U,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1, , ,3,1,2,2,55,6,2,2,6,1,3,2,3,33147,2,2,3.05263157894737,.717838119802493
103098,1,101412,1097,1,3,2,S,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,58,4,2,1,3,1,3,1,3,36544,2,2,2.73684210526316,.643579003960855
103099,1,101412,39017,39,2,3,U,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1, , ,2,3,2,2,67,6,2,1,5,1,1, ,2,45044,2,2,1.36842105263158,.321789501980428
103102,1,101412,55109,55,2,2,S,1,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,69,6,2,1,3,1,2, ,4,54002,1,1,1.31578947368421,.309412982673488
103106,1,101412,22019,22,3,2,S,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1, ,1,3,1,2,53,8,2,1,3,1,2, ,1,70665,1,2,2.36842105263158,.556943368812279
103114,1,101412,27131,27,2,2,R,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,1,1,1,38,4,2,1,6,2,3,1,3,55019,2,2,4.05263157894737,.952991986634343
103115,1,101412,13317,13,3,1,R,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1, , ,2,2,2,2,50,3,2,1,5,1,3,1,2,30673,2,2,4.52631578947368,1.0643806603968
103117,1,101412,17031,17,2,5,S,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1, , ,3,3,2,1,50,3,2,1,5,1,2, ,2,60482,2,2,6.68421052631579,1.57181795198132
103118,1,101412,17037,17,2,2,S,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,69,2,2,1,2,1,3,1,2,60548,2,2,3.15789473684211,.742591158416372
103126,1,101412,45079,45,3,3,S,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1, , ,1,3,2,2,81,4,2,1,3,1,1, ,2,29210,2,2,1,.235153866831851
103128,1,101412,21015,21,3,3,S,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1, , ,2,1,1,1,54,8,2,1,8,1,2, ,5,41048,2,2,2.68421052631579,.631202484653916
103129,1,101412,17017,17,2,1,R,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1, , ,2,1,2,1,58,3,2,1,8,1,2, ,3,62618,2,2,3.94736842105263,.928238948020464
103132,1,101412,13165,13,3,1,R,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1, , ,2,3,2,1,49,5,2,1,2,1,3,1,2,30442,2,2,2.63157894736842,.618825965346976
103143,1,101412,13169,13,3,1,S,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1, , ,2,1,2,2,56,8,2,1,9,1,1, ,2,31032,2,2,1.42105263157895,.334166021287367
103146,1,101412,51087,51,3,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,2,2,74,4,2,1,6,1,3,1,3,23233,2,2,1.05263157894737,.24753038613879
103147,1,101412,39085,39,2,4,R,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1, , ,2,2,2,2,23,6,2,1,99,1,2, ,4,44095,2,2,2.15789473684211,.50743729158452
103149,1,101412,27145,27,2,2,S,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1, , ,1,3,2,1,58,3,1,4,9,1,2, ,4,56340,2,2,3.52631578947368,.829226793564948
103150,1,101412,39035,39,2,5,U,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1, , ,2,3,2,2,23,4,2,1,1,1,2, ,4,44102,2,2,7.73684210526316,1.81934833812011
103189,1,101412,29095,29,2,4,S,4,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,92,3,2,1,2,1,2, ,3,64133,1,1,2.63157894736842,.618825965346976
103214,1,101412,41039,41,4,1,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,2,2,63,5,2,1,8,1,3,1,3,97402,2,2,2.52631578947368,.594072926733097
103221,1,101412,4013,4,4,3,S,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1, , ,1,1,1,2,23,3,2,2,2,1,2, ,2,85374,2,2,2.47368421052632,.581696407426158
103249,1,101412,1073,1,3,3,S,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1, , ,3,1,2,2,40,5,2,2,9,1,2, ,4,35020,2,2,6,1.41092320099111
103255,1,101412,6065,6,4,2,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,61,4,2,1,99,1,3,1,3,92260,2,2,3.26315789473684,.76734419703025
103262,1,101412,4015,4,4,1,S,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1, , ,1,3,2,2,70,6,2,1,3,1,1, ,2,86426,2,2,1,.235153866831851
103266,1,101412,48113,48,3,5,S,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1, , ,2,1,1,1,48,6,2,1,7,3,1, ,3,75048,2,2,3.63157894736842,.853979832178827
103267,1,101412,40045,40,3,1,R,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1, , ,2,1,2,1,53,4,2,1,6,1,3,2,2,73832,2,2,2.63157894736842,.618825965346976
103271,1,101412,40047,40,3,1,R,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1, , ,4,3,1,2,43,4,2,1,2,1,1, ,3,73701,2,2,3.21052631578947,.754967677723311
103272,1,101412,40089,40,3,1,R,3,2,2,2, , , , , , , , , , , ,2,2, ,2,3,2,2,57,1,2,1,2,3,3,1,3,74766,1,1,12.5789473684211,2.95798811435855
103274,1,101412,32003,32,4,2,S,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1, , ,2,1,2,1,65,8,2,1,9,1,3,9,9,89135,2,2,2.10526315789474,.495060772277581
103278,1,101412,53043,53,4,1,R,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,1,1,30,6,2,1,8,1,3,1,1,99122,2,2,2.52631578947368,.594072926733097
103281,1,101412,5119,5,3,3,S,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1, , ,2,1,1,1,53,4,2,1,7,1,1, ,2,72120,2,2,3.15789473684211,.742591158416372
103284,1,101412,48201,48,3,5,S,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1, , ,2,3,2,2,63,6,2,1,8,1,1, ,2,77532,2,2,2.36842105263158,.556943368812279
103287,1,101412,28069,28,3,1,R,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1, , ,2,3,1,2,40,4,2,1,6,1,1, ,3,39354,2,2,3,.705461600495553
200027,2,101212,39113,39,2,4,U,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2, , ,1,3,3,1,2,43,5,2,1,5,1,3,2,3,45405,2,2,4.31578947368421,1.01487458316904
