CaseID,weight1,weight2,tm_start,tm_finish,duration,XTESS089,XPPRACEM,XPARTY7,XIDEO,XREL1,XREL2,Block_Order_First,Block_Order_Second,Image_Shown,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET
1795,3.48,1.36,11/2/2011,11/2/2011,5,4,1,6,4,3,2,1,2,4,2,6,6,6,4,6,6,6,4,4,74,6,4,9,2,1,1,1,2,1,7,1,1,1,2,1,23,1,0,0,0,1,5,1
1796,1.6,2.71,11/2/2011,11/2/2011,1,12,1,7,1,13, ,2,1,12,1,2,2,2,2,2,2,2,3,1,37,3,2,13,4,4,1,1,2,3,13,1,1,1,2,2,22,0,0,0,0,2,1,1
1797,.03,.17,11/2/2011,11/2/2011,0,1,4,3,4,7,4,1,2,1,2,4,6,4,4,4,4,4,3,1,33,2,2,13,4,3,1,1,2,3,19,1,1,2,3,1,33,0,0,0,0,2,1,1
1798,1.84,.72,11/2/2011,11/2/2011,3,15,1,4,4,13, ,2,1,15,2,5,8,2,3,5,6,3,4,4,26,2,1,9,2,1,2,1,5,4,2,4,0,1,2,2,23,0,0,2,0,3,4,1
1799,.09,.47,11/2/2011,11/2/2011,1,4,4,6,4,8,6,2,1,4,2,8,9,8,3,8,9,8,5,1,65,6,4,13,4,3,1,1,2,1,16,1,1,4,9,1,93,0,0,0,0,2,5,1
1800,.44,.92,11/2/2011,11/2/2011,3,8,2,6,4,1,4,2,1,8,7,8,7,7,6,8,8,6,2,2,48,4,3,11,3,2,1,0,2,1,9,5,1,2,3,1,34,0,0,0,0,2,4,1
1801,.83,1.74,11/2/2011,11/2/2011,1,8,2,7,4,1,2,1,2,8,3,4,10,8,3,5,6,5,1,4,59,5,3,11,3,2,1,1,2,1,17,1,1,3,5,1,52,0,0,0,0,2,2,1
1803,.77,1.3,11/2/2011,11/2/2011,1,15,1,3,6,11,2,2,1,15,4,5,8,4,5,5,9,4,3,2,42,3,2,4,1,4,2,1,7,4,2,4,1,4,8,2,86,1,1,0,1,4,4,0
1804,.64,1.32,11/2/2011,11/2/2011,16,4,2,5,4,1,4,2,1,4,0,0,0,0,0,0,0,0,4,4,63,5,4,9,2,2,1,1,1,1,4,2,1,3,7,1,74,0,0,0,0,1,6,0
1805,.48,.82,11/2/2011,11/2/2011,3,9,1,5,4,13, ,2,1,9,4,4,6,2,2,6,6,4,3,3,71,6,4,6,1,4,1,1,3,1,11,1,1,3,5,1,59,0,0,0,0,3,5,1
1806,.42,.72,11/2/2011,11/2/2011,1,23,2,5,3,1,3,1,2,23,3,5,8,8,5,5,8,8,4,3,32,2,2,11,3,4,2,1,2,3,8,5,1,2,3,2,31,0,0,1,0,1,1,0
1807,1.04,5.42,11/2/2011,11/2/2011,2,3,4,6,2,8,5,2,1,3,2,4,2,4,2,0,0,1,5,3,56,5,3,9,2,3,1,0,4,2,10,1,1,4,9,2,93,0,0,0,0,4,1,1
1808,1.08,1.84,11/2/2011,11/2/2011,1,18,1,5,4,11,6,1,2,18,3,2,2,2,2,2,2,2,4,4,57,5,3,9,2,4,2,1,3,1,6,3,0,2,4,2,43,0,0,0,1,2,4,1
1809,1.22,.48,11/2/2011,11/2/2011,2,15,1,5,4,3,6,1,2,15,3,4,6,4,4,5,5,4,2,1,52,4,3,10,3,1,2,1,3,1,19,1,1,1,2,1,22,0,0,0,1,2,7,1
1811,2.03,4.23,11/2/2011,11/2/2011,1,7,2,5,4,1,1,2,1,7,2,3,5,3,2,4,5,4,3,3,18,1,1,9,2,2,1,0,4,1,13,5,1,3,5,1,58,0,0,0,1,3,4,1
1812,.08,.41,11/2/2011,11/2/2011,4,3,4,2,4,2,4,2,1,3,4,6,6,6,4,6,6,6,3,3,48,4,3,12,4,3,1,1,4,1,15,1,1,1,2,1,23,0,0,0,1,3,1,1
1813,1.11,1.88,11/2/2011,11/2/2011,1,3,1,6,4,13, ,1,2,3,4,4,5,4,5,5,5,5,3,3,23,1,1,11,3,4,1,0,6,1,12,6,1,4,8,3,86,0,1,0,1,4,4,1
1814,2.91,4.94,11/2/2011,11/2/2011,3,11,7,5,4,3,6,1,2,11,3,3,3,4,-1,-1,-1,-1,4,4,25,2,1,9,2,4,1,0,3,1,6,1,1,3,7,1,71,1,0,0,0,2,1,0
1815,6,2.35,11/2/2011,11/2/2011,3,13,1,7,2,13, ,1,2,13,0,2,9,6,4,4,9,8,2,1,40,3,2,13,4,1,2,1,4,1,11,1,1,4,8,2,88,0,0,1,1,2,7,1
1816,.43,.74,11/2/2011,11/2/2011,2,22,1,5,5,3,4,1,2,22,6,8,10,8,4,6,6,6,1,1,66,6,4,3,1,4,2,1,2,4,3,3,1,3,7,2,74,0,0,0,0,2,6,0
1817,6.41,2.51,11/2/2011,11/2/2011,3,20,1,5,5,2,4,1,2,20,2,5,8,4,2,6,8,4,4,4,49,4,3,9,2,1,2,0,2,2,6,1,1,4,9,1,93,0,0,0,1,1,6,0
1818,.13,.22,11/2/2011,11/2/2011,19,4,1,6,2,13, ,1,2,4,6,6,6,6,6,6,6,6,4,1,49,4,3,4,1,4,1,1,5,1,12,1,0,3,7,1,74,0,0,1,0,4,1,1
1819,2.62,1.03,11/2/2011,11/2/2011,0,19,1,2,4,3,2,1,2,19,3,3,5,3,2,5,5,3,4,4,24,1,1,10,3,1,2,1,3,3,7,1,1,2,4,2,43,0,1,0,0,2,1,0
1820,3.32,1.3,11/2/2011,11/2/2011,8,17,1,3,6,13, ,2,1,17,6,6,10,4,5,5,10,2,4,1,80,7,4,9,2,1,2,1,1,4,5,3,1,4,9,1,93,0,0,0,0,1,5,0
1821,3.05,1.19,11/2/2011,11/2/2011,1,22,1,3,4,1,4,1,2,22,2,4,6,4,2,4,4,4,2,3,29,2,1,12,4,1,2,1,1,1,12,5,1,1,2,1,21,0,0,0,0,1,1,1
1822,1.17,2.44,11/2/2011,11/2/2011,2,20,2,7,1,1,3,2,1,20,6,4,8,4,6,0,4,4,1,1,51,4,3,9,2,2,2,1,3,1,9,1,1,3,5,1,57,0,0,0,0,3,7,0
1823,7.99,3.13,11/2/2011,11/2/2011,1,22,1,5,4,1,4,2,1,22,4,5,6,6,2,-1,6,-1,3,2,33,2,2,9,2,1,2,0,5,4,6,4,1,3,5,1,59,0,1,2,1,1,4,0
1824,4.13,1.62,11/2/2011,11/2/2011,1,2,1,5,6,13, ,1,2,2,4,4,5,4,4,4,6,4,3,3,35,3,2,9,2,1,1,0,3,4,10,5,1,3,7,1,74,0,0,0,0,3,1,1
1825,7.1,2.78,11/2/2011,11/2/2011,2,17,1,6,4,1,5,2,1,17,2,8,10,6,1,8,10,6,3,4,61,5,4,8,1,1,2,1,1,1,4,3,0,2,4,1,43,0,0,0,0,1,6,0
1826,.49,.83,11/2/2011,11/2/2011,1,17,7,7,1,3,5,1,2,17,8,8,8,9,8,8,9,8,1,2,26,2,1,9,2,4,2,0,5,1,14,6,1,4,9,1,93,1,0,0,0,4,7,1
1827,1.37,2.85,11/2/2011,11/2/2011,2,5,2,5,5,1,5,1,2,5,1,4,6,4,0,3,4,3,3,2,38,3,2,9,2,2,1,1,4,1,5,6,0,3,6,2,62,1,1,0,0,2,6,1
1828,1.12,1.91,11/2/2011,11/2/2011,8,10,1,6,4,3,5,1,2,10,4,5,6,6,4,5,6,6,4,3,63,5,4,9,2,4,1,0,1,3,5,3,1,3,7,2,74,0,0,0,0,1,6,0
1829,3.62,1.42,11/2/2011,11/2/2011,1,23,1,5,4,3,4,1,2,23,0,2,6,3,-1,2,6,3,3,3,28,2,1,10,3,1,2,1,4,1,13,6,1,1,2,1,21,1,0,1,0,2,1,1
1830,.24,1.25,11/2/2011,11/2/2011,1,23,4,5,3,13, ,1,2,23,3,5,6,6,4,5,6,6,1,2,22,1,1,12,4,3,2,1,2,3,4,5,1,1,2,2,21,0,0,0,0,2,7,1
1831,1.57,.61,11/2/2011,11/2/2011,1,1,1,1,6,3,5,1,2,1,2,3,6,4,3,4,5,4,3,3,43,3,2,9,2,1,1,1,3,1,16,1,1,2,3,1,33,0,0,1,0,2,1,1
1832,1.08,2.25,11/2/2011,11/2/2011,1,13,2,6,4,1,5,2,1,13,4,6,10,8,4,6,10,8,5,4,23,1,1,10,3,2,2,1,4,1,4,5,1,1,2,2,21,1,0,0,0,3,4,1
1833,.55,2.85,11/2/2011,11/2/2011,1,14,4,7,2,8,4,1,2,14,2,2,3,3,3,3,4,3,4,4,51,4,3,2,1,3,2,1,2,4,13,6,1,4,9,1,93,0,0,0,0,2,1,1
1834,.11,.56,11/2/2011,11/2/2011,2,2,4,5,5,7,4,2,1,2,5,4,6,4,4,4,6,5,3,3,41,3,2,12,4,3,1,1,4,1,17,1,1,3,6,1,62,1,1,0,0,2,1,1
1835,2.03,4.23,11/2/2011,11/2/2011,5,19,2,3,4,12,2,1,2,19,7,5,6,10,5,4,10,8,2,1,18,1,1,6,1,2,2,0,4,3,5,5,1,1,2,2,21,0,0,0,0,4,4,0
1836,.12,.25,11/2/2011,11/2/2011,4,3,2,6,6,1,2,2,1,3,4,10,10,6,4,6,10,6,4,3,59,5,3,9,2,2,1,0,2,1,9,4,1,3,6,2,61,0,0,0,0,2,6,0
1837,.58,3.04,11/2/2011,11/2/2011,3,7,4,1,6,13, ,2,1,7,6,4,6,5,5,4,6,5,2,3,56,5,3,13,4,3,1,1,2,1,19,1,1,3,5,1,54,0,0,0,0,2,3,1
1838,.21,.44,11/2/2011,11/2/2011,2,20,2,7,4,1,1,1,2,20,4,7,6,8,3,6,4,6,2,1,51,4,3,11,3,2,2,1,4,1,17,1,1,3,5,1,58,0,0,0,1,3,7,1
1839,.56,1.17,11/2/2011,11/2/2011,3,3,2,7,3,1,2,1,2,3,4,4,4,4,4,6,6,4,2,3,56,5,3,11,3,2,1,1,2,1,13,4,1,3,6,1,63,0,0,0,0,2,1,1
1840,.57,1.19,11/2/2011,11/2/2011,0,21,2,5,4,11,2,2,1,21,2,2,10,2,2,2,10,4,3,3,27,2,1,9,2,2,2,0,3,3,7,1,1,3,7,3,74,0,1,0,0,2,2,0
1841,.73,1.53,11/2/2011,11/2/2011,2,24,2,7,7,11,4,1,2,24,10,10,10,10,6,7,10,10,5,5,32,2,2,6,1,2,2,1,1,3,1,5,1,3,5,2,56,0,0,0,0,1,4,0
1842,.72,1.51,11/2/2011,11/2/2011,1,15,2,7,3,11,2,2,1,15,2,4,10,2,4,4,10,4,1,1,19,1,1,9,2,2,2,0,3,1,6,5,1,3,5,1,57,1,0,0,0,2,4,1
1843,1.16,1.98,11/2/2011,11/2/2011,3,19,7,5,1,13, ,1,2,19,2,2,4,7,6,5,6,7,3,4,20,1,1,10,3,4,2,0,5,1,12,5,1,4,9,1,93,0,0,2,0,3,2,1
1844,.23,.4,11/2/2011,11/2/2011,0,4,1,5,2,11,5,1,2,4,-1,-1,-1,-1,4,2,8,2,1,1,39,3,2,7,1,4,1,1,5,1,13,6,1,2,3,1,35,0,0,0,0,5,2,1
1845,4.02,1.57,11/2/2011,11/2/2011,2,10,1,7,2,1,5,2,1,10,1,2,7,4,3,2,7,4,1,1,42,3,2,10,3,1,1,1,4,1,12,1,1,2,3,1,33,0,0,0,1,3,1,1
1846,2.28,.89,11/2/2011,11/2/2011,0,21,1,3,2,8,6,1,2,21,1,1,2,2,3,3,3,3,3,3,21,1,1,10,3,1,2,0,2,4,11,5,1,4,9,1,91,0,0,0,0,2,1,1
1847,.41,.7,11/2/2011,11/2/2011,3,19,1,2,4,3,2,2,1,19,3,6,6,7,4,6,8,6,2,3,69,6,4,9,2,4,2,1,2,1,10,1,1,4,8,1,85,0,0,0,0,2,5,0
1848,.33,.68,11/2/2011,11/2/2011,1,12,2,5,1,13, ,2,1,12,2,10,10,10,4,10,10,4,3,4,51,4,3,11,3,2,1,1,1,3,4,5,1,4,9,2,93,0,0,0,0,1,3,0
1849,.26,1.36,11/2/2011,11/2/2011,0,3,4,6,4,7,3,2,1,3,4,4,4,4,3,3,3,3,2,2,37,3,2,13,4,3,1,1,2,1,2,1,1,2,4,1,41,0,0,0,0,2,1,0
1850,.04,.19,11/2/2011,11/2/2011,1,13,4,3,2,13, ,2,1,13,5,5,5,7,2,3,5,5,3,4,28,2,1,12,4,3,2,0,2,1,12,1,1,4,9,1,93,0,0,0,0,2,1,1
1851,.47,.8,11/2/2011,11/2/2011,1,15,6,1,7,11,4,1,2,15,4,1,6,3,5,3,6,3,3,3,19,1,1,10,3,4,2,0,2,1,17,5,1,4,8,1,85,0,0,0,0,2,1,1
1852,.14,.23,11/2/2011,11/2/2011,1,12,7,3,5,3,3,2,1,12,8,8,10,6,7,8,10,7,3,1,61,5,4,12,4,4,1,1,2,1,16,1,0,2,4,1,46,0,0,0,0,2,1,1
1853,.73,1.52,11/2/2011,11/2/2011,1,19,2,7,7,11,1,1,2,19,5,9,8,8,5,10,10,8,2,3,36,3,2,8,1,2,2,0,5,3,8,1,1,2,3,2,34,0,1,2,0,2,1,1
1854,.17,.29,11/2/2011,11/2/2011,2,11,6,1,6,1,2,2,1,11,0,2,2,2,5,5,5,5,2,2,52,4,3,11,3,4,1,0,4,1,7,3,0,4,8,2,86,0,0,0,0,4,6,1
1855,1.96,.77,11/2/2011,11/2/2011,3,7,1,1,6,1,4,1,2,7,2,4,7,3,3,3,6,2,4,1,61,5,4,9,2,1,1,1,4,1,13,1,1,4,8,1,84,0,0,1,0,3,1,1
1856,.06,.31,11/2/2011,11/2/2011,2,20,4,5,4,3,2,2,1,20,4,4,4,4,0,0,1,1,2,2,33,2,2,12,4,3,2,1,4,1,13,1,1,1,1,1,16,0,0,2,0,2,4,1
1857,.38,.64,11/2/2011,11/2/2011,5,18,7,6,6,3,3,2,1,18,4,5,10,8,2,3,10,6,3,3,20,1,1,6,1,4,2,0,5,3,1,6,1,4,9,2,93,0,0,0,0,5,4,0
1858,5.4,2.12,11/2/2011,11/2/2011,10,9,1,4,6,1,6,2,1,9,2,4,6,4,3,4,6,6,1,1,50,4,3,9,2,1,1,1,1,4,2,5,0,4,9,1,91,0,0,0,0,1,6,0
1859,.35,.6,11/2/2011,11/2/2011,4,11,7,6,3,3,6,1,2,11,1,5,7,5,3,4,5,3,5,3,47,4,3,4,1,4,1,1,6,1,12,5,1,4,9,1,93,0,1,0,2,3,1,1
1860,.31,.53,11/2/2011,11/2/2011,3,22,7,6,3,13, ,1,2,22,4,4,6,10,3,4,6,10,2,2,50,4,3,11,3,4,2,1,3,1,16,1,1,2,4,1,41,0,0,0,0,3,1,1
1861,.08,.17,11/2/2011,11/2/2011,2,3,2,7,1,11,4,1,2,3,0,6,2,1,1,4,4,3,4,5,21,1,1,9,2,2,1,0,2,1,8,5,1,4,9,3,93,0,0,0,0,2,1,0
1863,.48,.81,11/2/2011,11/2/2011,1,10,7,3,7,3,1,2,1,10,2,3,4,4,4,4,4,4,2,5,40,3,2,9,2,4,1,1,5,1,12,1,1,3,7,1,74,1,2,0,0,2,1,0
1864,.09,.19,11/2/2011,11/2/2011,1,18,2,3,5,1,4,1,2,18,2,2,6,5,2,4,10,6,3,3,42,3,2,12,4,2,2,1,2,1,19,1,1,3,5,1,52,0,0,0,0,2,1,1
1865,.65,1.35,11/2/2011,11/2/2011,0,14,2,3,4,1,4,1,2,14,0,0,0,0,0,0,0,0,1,1,24,1,1,10,3,2,2,1,2,3,5,5,1,2,4,2,43,0,0,0,0,2,4,0
1866,1.16,1.97,11/2/2011,11/2/2011,1,20,6,7,2,3,6,1,2,20,4,4,5,4,4,4,10,5,4,1,55,5,3,9,2,4,2,0,2,2,12,1,1,3,7,1,74,0,0,0,0,2,1,1
1867,.61,1.03,11/2/2011,11/2/2011,2,8,6,1,6,1,1,2,1,8,5,3,6,7,3,3,8,8,3,3,57,5,3,3,1,4,1,1,4,1,9,1,0,3,7,1,74,0,0,0,1,3,1,1
1868,.06,.3,11/3/2011,11/3/2011,1,21,4,6,3,13, ,2,1,21,2,4,6,4,2,4,6,4,2,4,39,3,2,13,4,3,2,1,2,3,16,1,1,4,9,1,95,0,0,0,0,2,1,1
1869,8.02,3.14,11/3/2011,11/3/2011,1,7,1,6,2,9,1,1,2,7,3,3,6,3,3,3,6,3,3,2,28,2,1,12,4,1,1,1,3,2,7,1,0,4,9,2,93,1,0,0,0,2,1,1
1870,2.64,1.03,11/3/2011,11/3/2011,1,10,1,1,5,3,6,2,1,10,2,7,8,6,2,8,6,3,3,3,39,3,2,9,2,1,1,1,2,1,14,1,1,1,1,1,12,0,0,0,0,2,1,1
1871,1.34,2.78,11/3/2011,11/3/2011,1,8,2,7,5,11,1,1,2,8,2,2,9,2,2,1,5,1,2,2,28,2,1,11,3,2,1,1,2,1,14,1,1,3,5,1,59,0,0,0,0,2,1,1
1872,5.18,2.03,11/3/2011,11/3/2011,4,21,1,1,6,3,2,1,2,21,3,2,6,5,4,2,6,3,2,2,47,4,3,9,2,1,2,1,3,3,10,1,1,1,1,2,14,0,0,0,1,2,1,0
1873,1.16,.46,11/3/2011,11/3/2011,1,12,1,6,3,1,5,2,1,12,4,6,6,6,6,8,8,8,3,3,72,6,4,9,2,1,1,1,2,1,12,1,0,2,4,1,43,0,0,0,0,2,5,1
1874,.67,1.13,11/3/2011,11/3/2011,2,15,5,6,4,13, ,1,2,15,0,4,8,6,0,4,10,6,2,2,37,3,2,7,1,4,2,1,7,3,12,1,1,4,9,2,93,1,0,0,3,3,4,0
1875,1.19,2.48,11/3/2011,11/3/2011,4,18,2,6,2,13, ,2,1,18,1,1,4,2,1,3,4,2,5,5,66,6,4,9,2,2,2,1,1,1,3,3,1,3,6,1,62,0,0,0,0,1,5,0
1876,.59,1.23,11/3/2011,11/3/2011,3,13,2,7,4,2,2,1,2,13,4,8,8,8,2,6,6,4,3,1,60,5,4,13,4,2,2,1,2,1,16,1,1,1,2,1,22,0,0,0,0,2,5,1
1877,.06,.3,11/3/2011,11/3/2011,2,15,4,6,2,7,1,1,2,15,8,3,10,4,7,3,10,5,2,1,33,2,2,12,4,3,2,1,4,1,11,1,1,1,1,1,14,0,0,2,0,2,4,1
1878,.81,.32,11/3/2011,11/3/2011,1,6,1,7,2,13, ,2,1,6,1,2,8,2,1,2,8,2,3,3,60,5,4,13,4,1,1,1,1,3,16,5,1,4,9,2,93,0,0,0,0,1,1,1
1879,1.26,.49,11/3/2011,11/3/2011,2,17,1,6,3,5,4,1,2,17,5,3,4,5,5,5,5,5,4,1,52,4,3,12,4,1,2,1,4,1,19,1,1,1,2,1,22,0,0,0,0,4,1,1
1880,1.81,.71,11/3/2011,11/3/2011,1,16,1,7,4,2,4,1,2,16,4,2,4,3,2,2,2,2,2,3,50,4,3,9,2,1,2,1,4,1,17,1,1,2,4,1,41,0,0,0,1,3,7,1
1881,3.53,1.38,11/3/2011,11/3/2011,0,8,1,3,6,3,4,1,2,8,2,2,3,3,2,3,2,3,4,1,61,5,4,10,3,1,1,1,2,1,16,1,0,1,2,1,21,0,0,0,0,2,2,1
1882,1.5,2.55,11/3/2011,11/3/2011,2,8,1,3,4,3,6,1,2,8,6,8,8,7,6,7,6,7,1,2,40,3,2,9,2,4,1,1,1,3,12,3,1,1,1,2,16,0,0,0,0,1,1,1
1883,.42,.72,11/3/2011,11/3/2011,4,24,1,7,4,1,5,2,1,24,6,10,6,6,4,10,10,10,4,4,50,4,3,5,1,4,2,0,5,1,8,1,0,3,7,1,74,0,0,1,1,3,1,1
1884,.91,1.55,11/3/2011,11/3/2011,3,18,1,6,4,11,1,1,2,18,0,4,6,5,2,5,6,6,4,3,55,5,3,13,4,4,2,1,2,3,8,3,1,4,9,2,93,0,0,0,0,2,2,0
1885,.92,.36,11/3/2011,11/3/2011,3,14,1,3,6,1,2,2,1,14,3,4,6,4,5,6,6,5,2,2,50,4,3,11,3,1,2,0,4,1,13,1,1,3,6,1,64,0,0,0,0,4,1,1
1886,.23,1.19,11/3/2011,11/3/2011,1,15,4,6,2,7,3,2,1,15,4,6,5,5,5,4,5,6,3,3,26,2,1,12,4,3,2,1,3,3,12,1,1,1,2,2,22,1,0,0,0,2,7,1
1887,1.21,6.32,11/3/2011,11/3/2011,1,17,4,6,3,11,5,1,2,17,4,5,7,6,4,6,7,4,4,3,63,5,4,4,1,3,2,1,2,1,7,1,1,4,9,1,93,0,0,0,0,2,7,1
1888,.09,.49,11/3/2011,11/3/2011,115,21,4,5,2,3,2,1,2,21,10,7,9,6,10,8,10,7,3,1,48,4,3,12,4,3,2,1,3,1,17,1,1,4,9,1,93,0,0,1,0,2,7,1
1889,.11,.55,11/3/2011,11/3/2011,2,23,4,3,6,12,2,1,2,23,6,8,10,6,4,4,8,6,2,2,46,4,3,12,4,3,2,1,4,1,15,1,1,3,7,1,74,0,0,2,0,2,1,1
1890,.91,1.89,11/3/2011,11/3/2011,2,21,2,5,1,9,4,1,2,21,2,2,3,2,4,4,5,6,3,2,48,4,3,5,1,2,2,1,2,1,2,5,0,3,5,1,56,0,0,1,0,1,2,0
1891,.29,.49,11/3/2011,11/3/2011,1,5,7,6,4,1,3,1,2,5,0,6,6,6,0,4,4,4,3,4,49,4,3,9,2,4,1,1,5,1,16,1,1,4,9,1,93,0,0,1,1,3,2,1
1892,.16,.27,11/3/2011,11/3/2011,1,22,3,4,4,11,1,1,2,22,5,7,8,6,5,6,8,8,5,4,58,5,3,6,1,4,2,0,4,1,12,1,0,3,7,2,74,0,0,0,0,4,1,1
1893,.08,.43,11/3/2011,11/3/2011,3,24,4,5,6,3,2,1,2,24,4,2,6,5,1,1,3,2,4,3,71,6,4,11,3,3,2,1,3,1,11,1,1,4,9,1,93,0,0,0,0,3,5,1
1894,.05,.29,11/3/2011,11/3/2011,1,13,4,6,3,2,2,2,1,13,5,7,7,5,6,7,8,5,1,1,49,4,3,14,4,3,2,1,2,1,19,6,1,4,9,1,92,0,0,0,0,2,1,1
1895,.41,2.12,11/3/2011,11/3/2011,0,14,4,5,4,1,2,1,2,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,3,2,10,3,3,2,0,1,3,11,5,1,4,9,2,93,0,0,0,0,1,3,0
1896,.2,.41,11/3/2011,11/3/2011,1,18,2,6,4,1,1,1,2,18,3,6,4,4,5,6,5,7,2,3,69,6,4,10,3,2,2,1,1,1,10,2,1,3,6,1,64,0,0,0,0,1,5,0
1897,.06,.33,11/3/2011,11/3/2011,2,1,4,3,4,3,2,2,1,1,4,6,8,6,3,6,8,6,3,2,62,5,4,12,4,3,1,1,4,1,16,1,1,4,9,1,93,0,0,0,0,4,1,1
1898,.29,.49,11/3/2011,11/3/2011,1,2,1,6,4,2,5,2,1,2,1,2,5,2,2,3,7,3,4,3,57,5,3,9,2,4,1,1,2,1,17,1,1,4,9,1,93,0,0,0,0,2,1,1
1899,1.4,2.37,11/3/2011,11/3/2011,1,14,7,6,4,3,5,2,1,14,5,4,7,4,5,4,6,4,5,3,26,2,1,12,4,4,2,1,2,1,14,1,1,4,9,1,93,0,0,0,0,2,1,1
1900,1.71,2.91,11/3/2011,11/3/2011,2,13,1,6,4,9,1,2,1,13,4,6,9,4,1,4,7,4,5,5,33,2,2,11,3,4,2,1,4,2,1,5,1,4,8,2,88,0,1,2,0,1,6,0
1901,.11,.23,11/3/2011,11/3/2011,1,6,2,2,2,9,5,1,2,6,4,10,10,10,2,9,9,9,5,5,39,3,2,10,3,2,1,1,2,3,6,5,1,4,9,2,93,0,1,0,0,1,2,0
1902,.48,.99,11/3/2011,11/3/2011,0,6,2,7,6,1,1,1,2,6,0,0,0,0,-1,0,0,0,2,2,24,1,1,8,1,2,1,1,3,1,10,5,1,3,7,1,74,0,0,0,0,3,7,1
1903,.48,1.01,11/3/2011,11/3/2011,5,24,2,7,4,1,2,2,1,24,6,4,10,3,4,4,10,4,4,1,30,2,2,9,2,2,2,1,3,1,7,6,1,3,7,1,74,0,1,0,0,2,1,0
1904,2.45,4.16,11/3/2011,11/3/2011,2,15,7,5,6,13, ,2,1,15,7,8,6,8,7,7,6,6,4,4,35,3,2,9,2,4,2,1,3,3,2,5,0,4,8,2,85,0,0,0,2,1,7,0
1905,.4,.69,11/3/2011,11/3/2011,2,23,1,3,4,3,4,2,1,23,5,5,10,5,4,4,10,4,4,4,59,5,3,4,1,4,2,1,8,4,11,1,1,3,7,1,74,0,1,2,1,4,7,1
1906,.3,.62,11/3/2011,11/3/2011,2,18,2,6,2,1,1,2,1,18,2,4,6,4,2,4,6,4,1,1,58,5,3,7,1,2,2,1,4,3,10,1,1,3,6,2,62,0,0,0,1,3,6,0
1907,1.79,.7,11/3/2011,11/3/2011,2,18,1,5,4,3,2,1,2,18,2,4,10,10,2,4,10,10,4,4,62,5,4,11,3,1,2,1,1,1,8,5,1,2,3,1,35,0,0,0,0,1,5,0
1908,.18,.93,11/3/2011,11/3/2011,1,2,4,2,5,3,3,1,2,2,5,5,5,6,4,4,4,4,3,3,43,3,2,11,3,3,1,1,5,1,16,1,1,4,9,1,95,0,1,1,0,3,1,1
1909,2.96,1.16,11/3/2011,11/3/2011,2,17,1,5,4,11,4,2,1,17,2,2,4,2,4,8,10,-1,2,2,59,5,3,9,2,1,2,1,2,1,12,1,1,4,9,1,92,0,0,0,0,2,6,1
1910,.27,.57,11/3/2011,11/3/2011,3,10,2,6,4,1,4,2,1,10,3,3,4,3,2,3,4,3,4,3,56,5,3,9,2,2,1,1,3,3,11,1,1,2,3,2,33,0,0,0,0,3,1,1
1911,.61,1.03,11/3/2011,11/3/2011,2,7,1,7,3,3,4,1,2,7,1,8,7,4,2,7,8,4,4,2,40,3,2,14,4,4,1,1,3,3,13,3,1,4,9,2,93,0,0,2,0,1,1,1
1912,.02,.12,11/3/2011,11/3/2011,1,23,4,5,2,8,6,1,2,23,8,8,10,8,8,8,9,8,2,3,22,1,1,12,4,3,2,0,5,1,11,5,1,4,9,1,93,0,0,0,1,4,4,1
1913,1.45,.57,11/3/2011,11/3/2011,2,3,1,3,5,3,2,1,2,3,3,3,6,5,3,3,4,3,3,2,65,6,4,14,4,1,1,1,2,1,17,1,1,2,3,1,31,0,0,0,0,2,2,1
1914,.37,.77,11/3/2011,11/3/2011,3,7,2,7,4,1,2,1,2,7,8,10,10,8,10,10,10,10,5,5,80,7,4,7,1,2,1,1,2,4,11,1,1,3,5,1,56,0,0,0,0,2,5,0
1915,.4,.84,11/3/2011,11/3/2011,2,4,2,5,4,1,4,1,2,4,4,4,8,8,4,4,7,8,1,3,39,3,2,9,2,2,1,0,3,3,2,6,1,2,3,2,32,0,0,1,0,2,4,0
1916,.46,.95,11/3/2011,11/3/2011,3,7,2,3,4,13, ,2,1,7,8,7,4,6,7,8,8,8,4,3,44,3,2,5,1,2,1,1,2,3,4,5,0,3,5,2,58,1,0,0,0,1,6,0
1917,2.91,4.94,11/3/2011,11/3/2011,6,24,7,3,6,3,2,1,2,24,4,2,8,6,4,3,6,5,4,4,18,1,1,7,1,4,2,1,8,3,1,5,1,3,5,3,58,0,1,1,3,3,4,1
1918,4.25,1.67,11/3/2011,11/3/2011,2,1,1,5,4,3,5,2,1,1,2,4,8,6,2,5,8,6,2,1,64,5,4,9,2,1,1,1,2,1,11,3,1,1,2,1,21,0,0,0,0,2,5,0
1919,.39,.66,11/3/2011,11/3/2011,1,19,1,6,4,3,3,2,1,19,4,4,6,4,4,4,10,5,2,3,41,3,2,9,2,4,2,1,4,1,12,1,1,3,7,1,74,0,0,1,1,2,4,0
